New_ID	Compound	Date	Negative	Neutral	Positive	Tweets Ago	Source
246	0.7096	Fri Jun 22 15:10:04 +0000 2018	0.753	0.0	0.247	231	@nytimes
247	0.0	Fri Jun 22 15:00:20 +0000 2018	1.0	0.0	0.0	236	@nytimes
248	0.3182	Fri Jun 22 14:50:04 +0000 2018	0.867	0.0	0.133	241	@nytimes
249	0.5574	Fri Jun 22 14:45:54 +0000 2018	0.816	0.0	0.184	246	@nytimes
250	0.2732	Fri Jun 22 14:40:35 +0000 2018	0.493	0.177	0.33	251	@nytimes
251	0.4404	Fri Jun 22 14:30:19 +0000 2018	0.802	0.059	0.139	256	@nytimes
252	-0.2023	Fri Jun 22 14:20:04 +0000 2018	0.833	0.103	0.064	261	@nytimes
253	-0.25	Fri Jun 22 14:10:02 +0000 2018	0.875	0.125	0.0	266	@nytimes
254	0.0	Fri Jun 22 13:59:03 +0000 2018	1.0	0.0	0.0	271	@nytimes
255	0.0	Fri Jun 22 13:44:04 +0000 2018	1.0	0.0	0.0	276	@nytimes
256	0.0	Fri Jun 22 13:16:05 +0000 2018	1.0	0.0	0.0	281	@nytimes
257	0.0	Fri Jun 22 13:00:08 +0000 2018	1.0	0.0	0.0	286	@nytimes
258	0.8225	Fri Jun 22 12:45:04 +0000 2018	0.658	0.046	0.296	291	@nytimes
259	0.0	Fri Jun 22 12:30:07 +0000 2018	1.0	0.0	0.0	296	@nytimes
260	0.0	Fri Jun 22 12:16:05 +0000 2018	1.0	0.0	0.0	301	@nytimes
261	-0.6369	Fri Jun 22 12:00:08 +0000 2018	0.607	0.289	0.104	306	@nytimes
262	-0.34	Fri Jun 22 11:45:07 +0000 2018	0.748	0.154	0.098	311	@nytimes
263	0.34	Fri Jun 22 11:29:01 +0000 2018	0.882	0.0	0.118	316	@nytimes
264	0.0	Fri Jun 22 11:14:06 +0000 2018	1.0	0.0	0.0	321	@nytimes
265	0.0	Fri Jun 22 11:00:03 +0000 2018	1.0	0.0	0.0	326	@nytimes
266	-0.5859	Fri Jun 22 10:44:04 +0000 2018	0.63	0.26	0.11	331	@nytimes
267	0.0	Fri Jun 22 10:32:03 +0000 2018	1.0	0.0	0.0	336	@nytimes
268	0.0	Fri Jun 22 10:10:07 +0000 2018	1.0	0.0	0.0	341	@nytimes
269	-0.7269	Fri Jun 22 10:00:10 +0000 2018	0.757	0.243	0.0	346	@nytimes
270	-0.3182	Fri Jun 22 09:45:10 +0000 2018	0.892	0.108	0.0	351	@nytimes
271	-0.3182	Fri Jun 22 09:30:15 +0000 2018	0.881	0.119	0.0	356	@nytimes
272	0.4215	Fri Jun 22 09:15:05 +0000 2018	0.872	0.0	0.128	361	@nytimes
273	-0.3836	Fri Jun 22 09:00:06 +0000 2018	0.668	0.214	0.117	366	@nytimes
274	-0.6764	Fri Jun 22 08:45:02 +0000 2018	0.738	0.204	0.058	371	@nytimes
275	0.0	Fri Jun 22 08:30:01 +0000 2018	1.0	0.0	0.0	376	@nytimes
276	0.0	Fri Jun 22 08:15:05 +0000 2018	1.0	0.0	0.0	381	@nytimes
277	0.0	Fri Jun 22 08:02:05 +0000 2018	1.0	0.0	0.0	386	@nytimes
278	0.5267	Fri Jun 22 07:47:07 +0000 2018	0.812	0.0	0.188	391	@nytimes
279	-0.3252	Fri Jun 22 07:32:00 +0000 2018	0.794	0.206	0.0	396	@nytimes
280	0.4404	Fri Jun 22 07:18:01 +0000 2018	0.756	0.0	0.244	401	@nytimes
281	0.6249	Fri Jun 22 07:02:06 +0000 2018	0.687	0.0	0.313	406	@nytimes
282	-0.6705	Fri Jun 22 06:39:33 +0000 2018	0.667	0.333	0.0	411	@nytimes
283	0.0	Fri Jun 22 06:32:01 +0000 2018	1.0	0.0	0.0	416	@nytimes
284	0.296	Fri Jun 22 06:06:04 +0000 2018	0.784	0.0	0.216	421	@nytimes
285	0.0	Fri Jun 22 05:49:55 +0000 2018	1.0	0.0	0.0	426	@nytimes
286	-0.8625	Fri Jun 22 05:32:02 +0000 2018	0.719	0.281	0.0	431	@nytimes
287	0.0	Fri Jun 22 05:14:00 +0000 2018	1.0	0.0	0.0	436	@nytimes
288	0.2263	Fri Jun 22 04:56:37 +0000 2018	0.905	0.0	0.095	441	@nytimes
289	0.4215	Fri Jun 22 04:39:47 +0000 2018	0.872	0.0	0.128	446	@nytimes
290	-0.3612	Fri Jun 22 04:23:06 +0000 2018	0.884	0.116	0.0	451	@nytimes
291	-0.765	Fri Jun 22 04:08:02 +0000 2018	0.663	0.337	0.0	456	@nytimes
292	0.0	Fri Jun 22 04:02:04 +0000 2018	1.0	0.0	0.0	461	@nytimes
293	0.4404	Fri Jun 22 03:47:05 +0000 2018	0.868	0.0	0.132	466	@nytimes
294	-0.2023	Fri Jun 22 03:32:07 +0000 2018	0.738	0.148	0.115	471	@nytimes
295	-0.7717	Fri Jun 22 03:19:50 +0000 2018	0.573	0.427	0.0	476	@nytimes
296	-0.2263	Fri Jun 22 03:17:03 +0000 2018	0.913	0.087	0.0	481	@nytimes
297	-0.25	Fri Jun 22 03:05:20 +0000 2018	0.846	0.154	0.0	486	@nytimes
298	-0.4391	Fri Jun 22 03:02:02 +0000 2018	0.855	0.145	0.0	491	@nytimes
299	0.4939	Fri Jun 22 02:47:01 +0000 2018	0.833	0.0	0.167	496	@nytimes
300	0.0	Sat Jun 23 01:15:09 +0000 2018	1.0	0.0	0.0	1	@CNN
301	0.5859	Sat Jun 23 01:00:44 +0000 2018	0.806	0.0	0.194	2	@CNN
302	-0.4939	Sat Jun 23 00:54:58 +0000 2018	0.873	0.127	0.0	3	@CNN
303	-0.4404	Sat Jun 23 00:53:04 +0000 2018	0.711	0.184	0.105	4	@CNN
304	0.0	Sat Jun 23 00:45:10 +0000 2018	1.0	0.0	0.0	5	@CNN
305	0.296	Sat Jun 23 00:41:28 +0000 2018	0.901	0.0	0.099	6	@CNN
306	0.0	Sat Jun 23 00:40:48 +0000 2018	1.0	0.0	0.0	7	@CNN
307	-0.8689	Sat Jun 23 00:37:04 +0000 2018	0.612	0.388	0.0	8	@CNN
308	-0.2732	Sat Jun 23 00:30:06 +0000 2018	0.9	0.1	0.0	9	@CNN
309	-0.2732	Sat Jun 23 00:22:02 +0000 2018	0.717	0.165	0.118	10	@CNN
310	0.4404	Sat Jun 23 00:15:06 +0000 2018	0.838	0.0	0.162	11	@CNN
311	0.0	Sat Jun 23 00:10:09 +0000 2018	1.0	0.0	0.0	12	@CNN
312	0.0	Sat Jun 23 00:00:32 +0000 2018	1.0	0.0	0.0	13	@CNN
313	0.2023	Fri Jun 22 23:50:01 +0000 2018	0.921	0.0	0.079	14	@CNN
314	-0.2732	Fri Jun 22 23:40:08 +0000 2018	0.896	0.104	0.0	15	@CNN
315	0.0	Fri Jun 22 23:29:05 +0000 2018	1.0	0.0	0.0	16	@CNN
316	-0.0572	Fri Jun 22 23:15:07 +0000 2018	0.936	0.064	0.0	17	@CNN
317	0.0	Fri Jun 22 23:00:04 +0000 2018	1.0	0.0	0.0	18	@CNN
318	-0.3182	Fri Jun 22 22:45:07 +0000 2018	0.685	0.187	0.128	19	@CNN
319	0.7243	Fri Jun 22 22:30:07 +0000 2018	0.607	0.094	0.299	20	@CNN
320	0.0	Fri Jun 22 22:16:06 +0000 2018	1.0	0.0	0.0	21	@CNN
321	-0.4767	Fri Jun 22 22:00:21 +0000 2018	0.819	0.181	0.0	22	@CNN
322	0.0	Fri Jun 22 21:38:04 +0000 2018	1.0	0.0	0.0	23	@CNN
323	0.128	Fri Jun 22 21:31:17 +0000 2018	0.786	0.096	0.118	24	@CNN
324	0.0	Fri Jun 22 21:15:07 +0000 2018	1.0	0.0	0.0	25	@CNN
325	0.0772	Fri Jun 22 21:00:13 +0000 2018	0.933	0.0	0.067	26	@CNN
326	-0.5859	Fri Jun 22 20:45:04 +0000 2018	0.684	0.239	0.077	27	@CNN
327	-0.6597	Fri Jun 22 20:33:04 +0000 2018	0.812	0.188	0.0	28	@CNN
328	0.0	Fri Jun 22 20:23:00 +0000 2018	1.0	0.0	0.0	29	@CNN
329	0.0	Fri Jun 22 20:10:07 +0000 2018	1.0	0.0	0.0	30	@CNN
330	-0.4939	Fri Jun 22 20:00:12 +0000 2018	0.68	0.224	0.096	31	@CNN
331	0.0	Fri Jun 22 19:59:51 +0000 2018	1.0	0.0	0.0	32	@CNN
332	-0.6908	Fri Jun 22 19:51:04 +0000 2018	0.769	0.231	0.0	33	@CNN
333	0.3182	Fri Jun 22 19:40:09 +0000 2018	0.881	0.0	0.119	34	@CNN
334	0.4588	Fri Jun 22 19:30:12 +0000 2018	0.766	0.072	0.162	35	@CNN
335	-0.6249	Fri Jun 22 19:21:06 +0000 2018	0.814	0.186	0.0	36	@CNN
336	0.0	Fri Jun 22 19:11:07 +0000 2018	1.0	0.0	0.0	37	@CNN
337	-0.1531	Fri Jun 22 19:01:08 +0000 2018	0.625	0.201	0.174	38	@CNN
338	0.0	Fri Jun 22 18:52:08 +0000 2018	1.0	0.0	0.0	39	@CNN
339	-0.128	Fri Jun 22 18:41:10 +0000 2018	0.897	0.103	0.0	40	@CNN
340	-0.5719	Fri Jun 22 18:21:05 +0000 2018	0.773	0.227	0.0	41	@CNN
341	-0.5106	Fri Jun 22 18:04:22 +0000 2018	0.852	0.148	0.0	42	@CNN
342	0.5859	Fri Jun 22 17:53:17 +0000 2018	0.806	0.0	0.194	43	@CNN
343	0.0	Fri Jun 22 17:43:05 +0000 2018	1.0	0.0	0.0	44	@CNN
344	0.4019	Fri Jun 22 17:33:55 +0000 2018	0.816	0.0	0.184	45	@CNN
345	0.128	Fri Jun 22 17:20:00 +0000 2018	0.786	0.096	0.118	46	@CNN
346	0.0	Fri Jun 22 17:10:00 +0000 2018	1.0	0.0	0.0	47	@CNN
347	0.0	Fri Jun 22 17:02:20 +0000 2018	1.0	0.0	0.0	48	@CNN
348	0.0	Fri Jun 22 16:57:05 +0000 2018	1.0	0.0	0.0	49	@CNN
349	0.0	Fri Jun 22 16:46:55 +0000 2018	1.0	0.0	0.0	50	@CNN
350	0.0	Fri Jun 22 16:34:59 +0000 2018	1.0	0.0	0.0	51	@CNN
351	-0.7184	Fri Jun 22 16:20:07 +0000 2018	0.714	0.286	0.0	52	@CNN
352	-0.5574	Fri Jun 22 16:10:03 +0000 2018	0.841	0.159	0.0	53	@CNN
353	0.4019	Fri Jun 22 16:00:09 +0000 2018	0.847	0.0	0.153	54	@CNN
354	-0.296	Fri Jun 22 15:50:07 +0000 2018	0.885	0.115	0.0	55	@CNN
355	-0.5106	Fri Jun 22 15:40:07 +0000 2018	0.852	0.148	0.0	56	@CNN
356	-0.0516	Fri Jun 22 15:30:09 +0000 2018	0.87	0.071	0.06	57	@CNN
357	0.0	Fri Jun 22 15:20:10 +0000 2018	1.0	0.0	0.0	58	@CNN
358	-0.1027	Fri Jun 22 15:10:05 +0000 2018	0.931	0.069	0.0	59	@CNN
359	0.4767	Fri Jun 22 15:00:12 +0000 2018	0.807	0.0	0.193	60	@CNN
360	0.0	Fri Jun 22 14:52:00 +0000 2018	1.0	0.0	0.0	61	@CNN
361	0.5574	Fri Jun 22 14:38:56 +0000 2018	0.841	0.0	0.159	62	@CNN
362	0.0	Fri Jun 22 14:30:09 +0000 2018	1.0	0.0	0.0	63	@CNN
363	0.0	Fri Jun 22 14:20:06 +0000 2018	1.0	0.0	0.0	64	@CNN
364	-0.4939	Fri Jun 22 14:16:57 +0000 2018	0.868	0.132	0.0	65	@CNN
365	0.0	Fri Jun 22 14:10:03 +0000 2018	1.0	0.0	0.0	66	@CNN
366	0.2263	Fri Jun 22 14:00:09 +0000 2018	0.894	0.0	0.106	67	@CNN
367	-0.6705	Fri Jun 22 13:50:59 +0000 2018	0.743	0.257	0.0	68	@CNN
368	-0.5106	Fri Jun 22 13:28:34 +0000 2018	0.852	0.148	0.0	69	@CNN
369	0.0	Fri Jun 22 13:12:00 +0000 2018	1.0	0.0	0.0	70	@CNN
370	0.5719	Fri Jun 22 13:04:41 +0000 2018	0.783	0.0	0.217	71	@CNN
371	0.0	Fri Jun 22 13:02:59 +0000 2018	1.0	0.0	0.0	72	@CNN
372	-0.5994	Fri Jun 22 12:35:28 +0000 2018	0.754	0.246	0.0	73	@CNN
373	0.4019	Fri Jun 22 12:20:11 +0000 2018	0.816	0.0	0.184	74	@CNN
374	0.0	Fri Jun 22 12:14:24 +0000 2018	1.0	0.0	0.0	75	@CNN
375	-0.1027	Fri Jun 22 12:06:23 +0000 2018	0.931	0.069	0.0	76	@CNN
376	0.128	Fri Jun 22 11:43:53 +0000 2018	0.786	0.096	0.118	77	@CNN
377	0.4019	Fri Jun 22 11:30:11 +0000 2018	0.847	0.0	0.153	78	@CNN
378	-0.6249	Fri Jun 22 11:20:10 +0000 2018	0.773	0.227	0.0	79	@CNN
379	-0.34	Fri Jun 22 11:10:07 +0000 2018	0.805	0.195	0.0	80	@CNN
380	-0.5574	Fri Jun 22 11:00:05 +0000 2018	0.841	0.159	0.0	81	@CNN
381	-0.5574	Fri Jun 22 10:47:56 +0000 2018	0.841	0.159	0.0	82	@CNN
382	-0.296	Fri Jun 22 10:47:23 +0000 2018	0.885	0.115	0.0	83	@CNN
383	-0.5106	Fri Jun 22 10:41:57 +0000 2018	0.829	0.171	0.0	84	@CNN
384	-0.743	Fri Jun 22 10:33:04 +0000 2018	0.73	0.27	0.0	85	@CNN
385	-0.5106	Fri Jun 22 10:32:41 +0000 2018	0.852	0.148	0.0	86	@CNN
386	-0.2263	Fri Jun 22 10:22:05 +0000 2018	0.909	0.091	0.0	87	@CNN
387	-0.0516	Fri Jun 22 10:22:03 +0000 2018	0.87	0.071	0.06	88	@CNN
388	0.0	Fri Jun 22 10:16:05 +0000 2018	1.0	0.0	0.0	89	@CNN
389	-0.4767	Fri Jun 22 10:06:06 +0000 2018	0.78	0.22	0.0	90	@CNN
390	-0.296	Fri Jun 22 09:59:00 +0000 2018	0.833	0.167	0.0	91	@CNN
391	-0.5574	Fri Jun 22 09:38:03 +0000 2018	0.841	0.159	0.0	92	@CNN
392	0.0772	Fri Jun 22 09:34:17 +0000 2018	0.933	0.0	0.067	93	@CNN
393	0.0	Fri Jun 22 09:15:42 +0000 2018	1.0	0.0	0.0	94	@CNN
394	-0.4404	Fri Jun 22 08:57:03 +0000 2018	0.711	0.184	0.105	95	@CNN
395	0.4019	Fri Jun 22 08:46:04 +0000 2018	0.876	0.0	0.124	96	@CNN
396	-0.09	Fri Jun 22 08:41:04 +0000 2018	0.934	0.066	0.0	97	@CNN
397	0.0	Fri Jun 22 08:10:27 +0000 2018	1.0	0.0	0.0	98	@CNN
398	-0.9081	Fri Jun 22 07:50:06 +0000 2018	0.547	0.453	0.0	99	@CNN
399	-0.4767	Fri Jun 22 07:41:07 +0000 2018	0.736	0.177	0.087	100	@CNN
400	0.6369	Fri Jun 22 19:11:28 +0000 2018	0.741	0.0	0.259	1	@BBC
401	0.25	Fri Jun 22 19:11:15 +0000 2018	0.913	0.0	0.087	2	@BBC
402	0.0	Fri Jun 22 19:10:41 +0000 2018	1.0	0.0	0.0	3	@BBC
403	0.7518	Fri Jun 22 19:10:14 +0000 2018	0.735	0.0	0.265	4	@BBC
404	0.3612	Fri Jun 22 19:09:53 +0000 2018	0.902	0.0	0.098	5	@BBC
405	0.4215	Fri Jun 22 19:04:06 +0000 2018	0.865	0.0	0.135	6	@BBC
406	-0.3182	Fri Jun 22 18:01:05 +0000 2018	0.85	0.15	0.0	7	@BBC
407	0.0	Fri Jun 22 17:00:21 +0000 2018	1.0	0.0	0.0	8	@BBC
408	0.0	Fri Jun 22 16:01:00 +0000 2018	1.0	0.0	0.0	9	@BBC
409	0.0	Fri Jun 22 13:02:03 +0000 2018	1.0	0.0	0.0	10	@BBC
410	0.0	Fri Jun 22 12:03:05 +0000 2018	1.0	0.0	0.0	11	@BBC
411	-0.34	Fri Jun 22 11:00:13 +0000 2018	0.844	0.156	0.0	12	@BBC
412	0.0	Fri Jun 22 08:01:04 +0000 2018	1.0	0.0	0.0	13	@BBC
413	0.6632	Fri Jun 22 07:28:05 +0000 2018	0.559	0.119	0.322	14	@BBC
414	0.0	Fri Jun 22 07:00:04 +0000 2018	1.0	0.0	0.0	15	@BBC
415	0.2732	Thu Jun 21 19:03:04 +0000 2018	0.595	0.2	0.205	16	@BBC
416	0.0	Thu Jun 21 18:01:06 +0000 2018	1.0	0.0	0.0	17	@BBC
417	0.3134	Thu Jun 21 16:42:25 +0000 2018	0.811	0.062	0.127	18	@BBC
418	0.5093	Thu Jun 21 16:01:04 +0000 2018	0.732	0.0	0.268	19	@BBC
419	0.8074	Thu Jun 21 16:00:09 +0000 2018	0.687	0.0	0.313	20	@BBC
420	-0.7506	Thu Jun 21 13:02:34 +0000 2018	0.686	0.314	0.0	21	@BBC
421	0.0	Thu Jun 21 12:28:30 +0000 2018	1.0	0.0	0.0	22	@BBC
422	0.0	Thu Jun 21 12:25:47 +0000 2018	1.0	0.0	0.0	23	@BBC
423	0.7845	Thu Jun 21 12:01:06 +0000 2018	0.699	0.0	0.301	24	@BBC
424	0.0	Thu Jun 21 11:01:04 +0000 2018	1.0	0.0	0.0	25	@BBC
425	0.0	Thu Jun 21 09:55:19 +0000 2018	1.0	0.0	0.0	26	@BBC
426	0.5719	Thu Jun 21 09:13:56 +0000 2018	0.791	0.0	0.209	27	@BBC
427	-0.8979	Thu Jun 21 08:01:01 +0000 2018	0.558	0.442	0.0	28	@BBC
428	0.6114	Thu Jun 21 07:45:57 +0000 2018	0.846	0.0	0.154	29	@BBC
429	-0.5106	Thu Jun 21 07:27:03 +0000 2018	0.69	0.218	0.092	30	@BBC
430	0.6369	Thu Jun 21 07:01:04 +0000 2018	0.656	0.0	0.344	31	@BBC
431	0.5994	Wed Jun 20 20:02:08 +0000 2018	0.754	0.0	0.246	32	@BBC
432	-0.4019	Wed Jun 20 18:00:25 +0000 2018	0.748	0.252	0.0	33	@BBC
433	0.4939	Wed Jun 20 17:32:05 +0000 2018	0.593	0.136	0.271	34	@BBC
434	0.0	Wed Jun 20 16:00:26 +0000 2018	1.0	0.0	0.0	35	@BBC
435	0.3182	Wed Jun 20 14:35:32 +0000 2018	0.905	0.0	0.095	36	@BBC
436	0.0	Wed Jun 20 13:05:22 +0000 2018	1.0	0.0	0.0	37	@BBC
437	0.5562	Wed Jun 20 13:02:04 +0000 2018	0.848	0.0	0.152	38	@BBC
438	0.7579	Wed Jun 20 12:00:21 +0000 2018	0.764	0.0	0.236	39	@BBC
439	0.3626	Wed Jun 20 11:03:05 +0000 2018	0.871	0.0	0.129	40	@BBC
440	0.7207	Wed Jun 20 10:31:58 +0000 2018	0.759	0.0	0.241	41	@BBC
441	0.4767	Wed Jun 20 10:20:48 +0000 2018	0.86	0.0	0.14	42	@BBC
442	0.0	Wed Jun 20 10:03:05 +0000 2018	1.0	0.0	0.0	43	@BBC
443	0.7154	Wed Jun 20 09:47:39 +0000 2018	0.715	0.0	0.285	44	@BBC
444	0.6369	Wed Jun 20 08:00:23 +0000 2018	0.682	0.0	0.318	45	@BBC
445	0.4404	Wed Jun 20 07:25:01 +0000 2018	0.873	0.0	0.127	46	@BBC
446	0.0	Wed Jun 20 07:00:15 +0000 2018	1.0	0.0	0.0	47	@BBC
447	0.128	Tue Jun 19 19:03:08 +0000 2018	0.613	0.165	0.222	48	@BBC
448	0.7351	Tue Jun 19 18:01:10 +0000 2018	0.772	0.0	0.228	49	@BBC
449	0.0	Tue Jun 19 18:00:21 +0000 2018	1.0	0.0	0.0	50	@BBC
450	0.4215	Tue Jun 19 16:00:28 +0000 2018	0.859	0.0	0.141	51	@BBC
451	0.1511	Tue Jun 19 15:20:59 +0000 2018	0.933	0.0	0.067	52	@BBC
452	0.0	Tue Jun 19 15:02:04 +0000 2018	1.0	0.0	0.0	53	@BBC
453	-0.7579	Tue Jun 19 14:59:48 +0000 2018	0.735	0.265	0.0	54	@BBC
454	-0.5574	Tue Jun 19 13:38:02 +0000 2018	0.841	0.159	0.0	55	@BBC
455	-0.0772	Tue Jun 19 12:59:03 +0000 2018	0.766	0.124	0.11	56	@BBC
456	-0.3736	Tue Jun 19 12:02:05 +0000 2018	0.869	0.131	0.0	57	@BBC
457	0.5994	Tue Jun 19 11:00:20 +0000 2018	0.55	0.141	0.309	58	@BBC
458	-0.34	Tue Jun 19 10:26:08 +0000 2018	0.854	0.146	0.0	59	@BBC
459	0.6114	Tue Jun 19 09:55:13 +0000 2018	0.862	0.0	0.138	60	@BBC
460	0.0516	Tue Jun 19 09:53:59 +0000 2018	0.682	0.14	0.179	61	@BBC
461	0.7717	Tue Jun 19 09:47:43 +0000 2018	0.835	0.0	0.165	62	@BBC
462	0.0	Tue Jun 19 08:00:15 +0000 2018	1.0	0.0	0.0	63	@BBC
463	-0.3182	Tue Jun 19 07:27:05 +0000 2018	0.874	0.126	0.0	64	@BBC
464	-0.3716	Tue Jun 19 07:00:16 +0000 2018	0.631	0.233	0.136	65	@BBC
465	-0.5267	Mon Jun 18 20:58:38 +0000 2018	0.825	0.175	0.0	66	@BBC
466	0.7845	Mon Jun 18 20:02:04 +0000 2018	0.661	0.054	0.284	67	@BBC
467	0.5423	Mon Jun 18 18:02:04 +0000 2018	0.69	0.0	0.31	68	@BBC
468	0.0	Mon Jun 18 16:16:09 +0000 2018	1.0	0.0	0.0	69	@BBC
469	-0.2263	Mon Jun 18 16:02:03 +0000 2018	0.853	0.147	0.0	70	@BBC
470	0.6705	Mon Jun 18 15:35:49 +0000 2018	0.766	0.0	0.234	71	@BBC
471	0.5267	Mon Jun 18 15:32:42 +0000 2018	0.687	0.111	0.202	72	@BBC
472	0.7096	Mon Jun 18 15:32:33 +0000 2018	0.781	0.0	0.219	73	@BBC
473	0.5709	Mon Jun 18 15:28:37 +0000 2018	0.793	0.0	0.207	74	@BBC
474	0.7717	Mon Jun 18 14:52:52 +0000 2018	0.708	0.058	0.234	75	@BBC
475	0.0	Mon Jun 18 13:03:06 +0000 2018	1.0	0.0	0.0	76	@BBC
476	0.4939	Mon Jun 18 12:03:05 +0000 2018	0.652	0.0	0.348	77	@BBC
477	0.3595	Mon Jun 18 11:35:41 +0000 2018	0.66	0.132	0.208	78	@BBC
478	0.4019	Mon Jun 18 11:27:11 +0000 2018	0.886	0.0	0.114	79	@BBC
479	0.4939	Mon Jun 18 11:03:06 +0000 2018	0.868	0.0	0.132	80	@BBC
480	-0.4215	Mon Jun 18 10:49:28 +0000 2018	0.887	0.113	0.0	81	@BBC
481	0.0	Mon Jun 18 10:46:18 +0000 2018	1.0	0.0	0.0	82	@BBC
482	0.0	Mon Jun 18 09:47:14 +0000 2018	1.0	0.0	0.0	83	@BBC
483	0.0	Mon Jun 18 08:43:27 +0000 2018	1.0	0.0	0.0	84	@BBC
484	-0.4767	Mon Jun 18 08:01:04 +0000 2018	0.763	0.237	0.0	85	@BBC
485	0.5719	Mon Jun 18 07:26:04 +0000 2018	0.821	0.0	0.179	86	@BBC
486	0.0	Mon Jun 18 07:02:02 +0000 2018	1.0	0.0	0.0	87	@BBC
487	-0.0772	Sun Jun 17 19:03:04 +0000 2018	0.936	0.064	0.0	88	@BBC
488	0.2732	Sun Jun 17 18:04:07 +0000 2018	0.861	0.0	0.139	89	@BBC
489	-0.3802	Sun Jun 17 17:15:57 +0000 2018	0.923	0.077	0.0	90	@BBC
490	0.4019	Sun Jun 17 17:02:05 +0000 2018	0.876	0.0	0.124	91	@BBC
491	-0.6369	Sun Jun 17 16:03:05 +0000 2018	0.794	0.206	0.0	92	@BBC
492	0.5994	Sun Jun 17 15:04:05 +0000 2018	0.822	0.0	0.178	93	@BBC
493	0.3612	Sun Jun 17 14:05:04 +0000 2018	0.629	0.138	0.233	94	@BBC
494	0.7845	Sun Jun 17 13:02:10 +0000 2018	0.566	0.0	0.434	95	@BBC
495	0.1999	Sun Jun 17 12:04:03 +0000 2018	0.666	0.141	0.193	96	@BBC
496	0.0	Sun Jun 17 11:19:22 +0000 2018	1.0	0.0	0.0	97	@BBC
497	0.4215	Sun Jun 17 11:03:02 +0000 2018	0.833	0.0	0.167	98	@BBC
498	0.4939	Sun Jun 17 10:02:04 +0000 2018	0.775	0.0	0.225	99	@BBC
499	0.0	Sun Jun 17 09:04:06 +0000 2018	1.0	0.0	0.0	100	@BBC
